job_id,date_posted,skill,type,bloom,confidence_score,confidence_tier,source,semantic_density,context_agreement,sentence_id,sentence_text
in-f593df3126f2b4c9,,selecting complex problems,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-f593df3126f2b4c9_0011,Your responsibilities include refining annotation tools and selecting complex problems from advanced physics fields to drive significant improvements in model performance.
in-f593df3126f2b4c9,,drive significant improvements in model performance.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-f593df3126f2b4c9_0011,Your responsibilities include refining annotation tools and selecting complex problems from advanced physics fields to drive significant improvements in model performance.
in-f593df3126f2b4c9,,gathering or providing data,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-f593df3126f2b4c9_0012,"This involves gathering or providing data in text, voice, and video formats, including annotations, audio recordings, or video sessions—tasks with which you must be comfortable and eager to engage."
in-3bbe36c76d95f63f,,Build distributed systems,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-3bbe36c76d95f63f_0009,Build distributed systems that scale across thousands of accelerators?
in-3bbe36c76d95f63f,,Create compiler optimizations,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-3bbe36c76d95f63f_0010,Create compiler optimizations that make ML training blazingly fast?
in-3bbe36c76d95f63f,,optimizing ML frameworks,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-3bbe36c76d95f63f_0020,"Dive into your project - optimizing ML frameworks, developing firmware, or designing next -gen AI accelerator chips."
in-3bbe36c76d95f63f,,developing firmware,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-3bbe36c76d95f63f_0020,"Dive into your project - optimizing ML frameworks, developing firmware, or designing next -gen AI accelerator chips."
in-3bbe36c76d95f63f,,designing next -gen AI accelerator chips,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-3bbe36c76d95f63f_0020,"Dive into your project - optimizing ML frameworks, developing firmware, or designing next -gen AI accelerator chips."
in-7bfb0db7aca97a49,,"evaluating, consolidating, and designing the tools and frameworks",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-7bfb0db7aca97a49_0014,"In this pivotal role, you will be instrumental in evaluating, consolidating, and designing the tools and frameworks that empower our development teams with the fastest and most reliable infrastructure."
in-7bfb0db7aca97a49,,"build scalable, secure, and automated systems.",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-7bfb0db7aca97a49_0015,"You will leverage your extensive experience with AWS and other cloud platforms, Infrastructure as Code (IaC), and CI/CD methodologies to build scalable, secure, and automated systems."
in-7bfb0db7aca97a49,,"deploying, managing, and maintaining both real hardware systems and solutions and cloud -based ones.",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-7bfb0db7aca97a49_0017,"The ideal candidate will have experience in deploying, managing, and maintaining both real hardware systems and solutions and cloud -based ones."
in-4d74e8fec763bfcb,,passionate,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-4d74e8fec763bfcb_0001,We are seeking a passionate and experienced R &D Engineer to drive products and innovations from prototype to production.
in-4d74e8fec763bfcb,,experienced,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-4d74e8fec763bfcb_0001,We are seeking a passionate and experienced R &D Engineer to drive products and innovations from prototype to production.
in-4d74e8fec763bfcb,,drive products and innovations from prototype to production.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-4d74e8fec763bfcb_0001,We are seeking a passionate and experienced R &D Engineer to drive products and innovations from prototype to production.
in-4d74e8fec763bfcb,,developing a range of exciting and innovative R &D projects.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-4d74e8fec763bfcb_0003,You will be responsible for developing a range of exciting and innovative R &D projects.
in-74183c4860f0ed27,,productizing cutting -edge video processing algorithms,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-74183c4860f0ed27_0008,The ideal candidate has a proven track record of productizing cutting -edge video processing algorithms while having a strong optimization mindset and systems integration skills to bring those innovations to life on device.
in-74183c4860f0ed27,,optimization mindset,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-74183c4860f0ed27_0008,The ideal candidate has a proven track record of productizing cutting -edge video processing algorithms while having a strong optimization mindset and systems integration skills to bring those innovations to life on device.
in-74183c4860f0ed27,,systems integration skills,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-74183c4860f0ed27_0008,The ideal candidate has a proven track record of productizing cutting -edge video processing algorithms while having a strong optimization mindset and systems integration skills to bring those innovations to life on device.
in-74183c4860f0ed27,,bring those innovations to life on device.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-74183c4860f0ed27_0008,The ideal candidate has a proven track record of productizing cutting -edge video processing algorithms while having a strong optimization mindset and systems integration skills to bring those innovations to life on device.
in-74183c4860f0ed27,,define and deliver next -generation video features.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-74183c4860f0ed27_0011,"Partner with cross -functional Hardware, Design, and Quality teams to define and deliver next -generation video features. Preferred Qualifications 10 + years of industry experience."
in-74183c4860f0ed27,,training or pipelining ML models on embedded systems.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-74183c4860f0ed27_0012,Experience with 3D GPU rendering Experience training or pipelining ML models on embedded systems. Minimum Qualifications 5 + years of relevant industry experience.
in-74183c4860f0ed27,,CPU programming,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-74183c4860f0ed27_0013,"Strong CPU programming skills in ObjC, C, or C + +."
in-74183c4860f0ed27,,developing concurrent code on embedded platforms,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-74183c4860f0ed27_0016,Experience developing concurrent code on embedded platforms under heavy performance constraints.
in-74183c4860f0ed27,,interpersonal and verbal communication skills.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-74183c4860f0ed27_0018,Strong interpersonal and verbal communication skills.
in-93bc8d3fe13c4124,,analyze complex data,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-93bc8d3fe13c4124_0001,"#LI -GM Job Title: Data Scientist Summary: We are seeking a skilled Data Scientist to analyze complex data, develop predictive models, and provide actionable insights to drive business decisions."
in-93bc8d3fe13c4124,,develop predictive models,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-93bc8d3fe13c4124_0001,"#LI -GM Job Title: Data Scientist Summary: We are seeking a skilled Data Scientist to analyze complex data, develop predictive models, and provide actionable insights to drive business decisions."
in-93bc8d3fe13c4124,,provide actionable insights,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-93bc8d3fe13c4124_0001,"#LI -GM Job Title: Data Scientist Summary: We are seeking a skilled Data Scientist to analyze complex data, develop predictive models, and provide actionable insights to drive business decisions."
in-987188bd481997d9,,"helping shape robust, reliable, and scalable systems for critical business applications.",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-987188bd481997d9_0002,"This role offers a unique opportunity to work at the intersection of modern application engineering and enterprise -grade database infrastructure, helping shape robust, reliable, and scalable systems for critical business applications."
in-5de91bbf9856fd8c,,organised,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-5de91bbf9856fd8c_0001,"Thank you for taking the time to read about this newly created Studio operations co -ordinator role with WOO architects. Are you organised, proactive and comfortable juggling different priorities? Do you enjoy being at the heart of a busy, creative business? Do you like getting involved in the “nuts and bolts” of how a business runs? Are you looking for a role where you can grow, develop and wear lots of hats?"
in-5de91bbf9856fd8c,,proactive,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-5de91bbf9856fd8c_0001,"Thank you for taking the time to read about this newly created Studio operations co -ordinator role with WOO architects. Are you organised, proactive and comfortable juggling different priorities? Do you enjoy being at the heart of a busy, creative business? Do you like getting involved in the “nuts and bolts” of how a business runs? Are you looking for a role where you can grow, develop and wear lots of hats?"
in-5de91bbf9856fd8c,,comfortable juggling different priorities?,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-5de91bbf9856fd8c_0001,"Thank you for taking the time to read about this newly created Studio operations co -ordinator role with WOO architects. Are you organised, proactive and comfortable juggling different priorities? Do you enjoy being at the heart of a busy, creative business? Do you like getting involved in the “nuts and bolts” of how a business runs? Are you looking for a role where you can grow, develop and wear lots of hats?"
in-5de91bbf9856fd8c,,"being at the heart of a busy, creative business?",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-5de91bbf9856fd8c_0001,"Thank you for taking the time to read about this newly created Studio operations co -ordinator role with WOO architects. Are you organised, proactive and comfortable juggling different priorities? Do you enjoy being at the heart of a busy, creative business? Do you like getting involved in the “nuts and bolts” of how a business runs? Are you looking for a role where you can grow, develop and wear lots of hats?"
in-5de91bbf9856fd8c,,getting involved in the “nuts and bolts” of how a business runs?,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-5de91bbf9856fd8c_0001,"Thank you for taking the time to read about this newly created Studio operations co -ordinator role with WOO architects. Are you organised, proactive and comfortable juggling different priorities? Do you enjoy being at the heart of a busy, creative business? Do you like getting involved in the “nuts and bolts” of how a business runs? Are you looking for a role where you can grow, develop and wear lots of hats?"
in-5de91bbf9856fd8c,,"grow, develop and wear lots of hats?",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-5de91bbf9856fd8c_0001,"Thank you for taking the time to read about this newly created Studio operations co -ordinator role with WOO architects. Are you organised, proactive and comfortable juggling different priorities? Do you enjoy being at the heart of a busy, creative business? Do you like getting involved in the “nuts and bolts” of how a business runs? Are you looking for a role where you can grow, develop and wear lots of hats?"
in-5de91bbf9856fd8c,,"support across operations, finance, people processes, marketing coordination and general office management,",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-5de91bbf9856fd8c_0014,"You’ll support across operations, finance, people processes, marketing coordination and general office management, working closely with Jane and the wider leadership team."
in-5de91bbf9856fd8c,,working closely with Jane and the wider leadership team.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-5de91bbf9856fd8c_0014,"You’ll support across operations, finance, people processes, marketing coordination and general office management, working closely with Jane and the wider leadership team."
in-5de91bbf9856fd8c,,juggling multiple responsibilities.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-5de91bbf9856fd8c_0018,"What attracted you to this role? What attracted you to WOO itself? Briefly outline your most relevant experience in office, operations or coordination roles. This role involves juggling multiple responsibilities."
in-5de91bbf9856fd8c,,stay organised in a busy environment?,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-5de91bbf9856fd8c_0019,How do you stay organised in a busy environment? What are you looking for in your next role? Please confirm your notice period and your typical commute time to our London office (Kings Cross): Work Location: In person
in-df3f22736facfeac,,developing and building your skills,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-df3f22736facfeac_0002,"Work and learn from our global network of industry leaders and experts Get involved in real client work that’s meaningful and purpose -led, developing and building your skills along the way Are you ready to shape the future of industries, tackle complex challenges, and drive impactful change?"
in-df3f22736facfeac,,passionate,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-df3f22736facfeac_0003,"At Deloitte, we’re looking for passionate problem solvers to join our Industrials & Infrastructure team and transform the way organisations operate."
in-df3f22736facfeac,,problem solvers,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-df3f22736facfeac_0003,"At Deloitte, we’re looking for passionate problem solvers to join our Industrials & Infrastructure team and transform the way organisations operate."
in-df3f22736facfeac,,supporting clients,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-df3f22736facfeac_0007,"You’ll gain hands on experience, learn from experienced professionals, and build practical skills while supporting clients across a range of industries."
in-df3f22736facfeac,,work closely with experienced professionals,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-df3f22736facfeac_0008,"You’ll work closely with experienced professionals, learn on the job, and build a strong foundation in program delivery, strategy, and operations."
in-df3f22736facfeac,,learn on the job,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-df3f22736facfeac_0008,"You’ll work closely with experienced professionals, learn on the job, and build a strong foundation in program delivery, strategy, and operations."
in-df3f22736facfeac,,build a strong foundation,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-df3f22736facfeac_0008,"You’ll work closely with experienced professionals, learn on the job, and build a strong foundation in program delivery, strategy, and operations."
in-795c1321331e4239,,work across a diverse slate of projects,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-795c1321331e4239_0002,"You'll work across a diverse slate of projects -from fast -turnaround AI films and animations to large -scale, long -term event content - taking full ownership from brief to delivery."
in-795c1321331e4239,,taking full ownership from brief to delivery.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-795c1321331e4239_0002,"You'll work across a diverse slate of projects -from fast -turnaround AI films and animations to large -scale, long -term event content - taking full ownership from brief to delivery."
in-795c1321331e4239,,deliver end -to -end content,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-795c1321331e4239_0003,"As part of our 30 -strong in -house film team, you'll collaborate with producers, directors, animators, editors and production management to deliver end -to -end content that truly reflects our clients' brands."
in-795c1321331e4239,,lead production,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-795c1321331e4239_0004,"You will lead production across all stages from pre -production, production and post -production, working with Inizio project leads, our internal client engagement team and clients."
in-1a8db636594a0aa7,,automating and validating Compliance -as -Code (CaC) policies,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-1a8db636594a0aa7_0008,"This individual will focus on automating and validating Compliance -as -Code (CaC) policies across multi cloud environments including GCP, Azure and AWS."
in-f6677815e661d2f8,,"ensuring consistency, responsiveness, and documentation across systems.",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-f6677815e661d2f8_0004,"This role supports recruitment, onboarding, employee lifecycle administration, and program -facing HR needs while ensuring consistency, responsiveness, and documentation across systems."
in-f6677815e661d2f8,,execution,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-f6677815e661d2f8_0006,"The People Operations Associate will focus on execution, coordination, and operational excellence."
in-f6677815e661d2f8,,coordination,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-f6677815e661d2f8_0006,"The People Operations Associate will focus on execution, coordination, and operational excellence."
in-f6677815e661d2f8,,operational excellence,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-f6677815e661d2f8_0006,"The People Operations Associate will focus on execution, coordination, and operational excellence."
in-f6677815e661d2f8,,Offer support when it’s needed.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-f6677815e661d2f8_0022,Love what you do. Pass the Squeeze: Offer support when it’s needed.
in-f6677815e661d2f8,,Accept support when it’s offered.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-f6677815e661d2f8_0023,Accept support when it’s offered.
in-f6677815e661d2f8,,team player,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-f6677815e661d2f8_0024,Be a team player.
in-fc447b815d252d22,,Respond to customer queries,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-fc447b815d252d22_0003,"The successful candidate will be required to carry out the following duties: - Respond to customer queries - Conduct site surveys and commissioning resource planning - Commission and service fire alarm systems - Service and maintain emergency lighting, air sampling systems, a disabled refuge in accordance with agreed service and maintenance contracts as per IS: 3218 2013, IS3217:2013 - Participate in the out -of -hours emergency call -out rota Candidates must possess the following essential criteria: - I.S."
in-fc447b815d252d22,,Conduct site surveys,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-fc447b815d252d22_0003,"The successful candidate will be required to carry out the following duties: - Respond to customer queries - Conduct site surveys and commissioning resource planning - Commission and service fire alarm systems - Service and maintain emergency lighting, air sampling systems, a disabled refuge in accordance with agreed service and maintenance contracts as per IS: 3218 2013, IS3217:2013 - Participate in the out -of -hours emergency call -out rota Candidates must possess the following essential criteria: - I.S."
in-fc447b815d252d22,,commissioning resource planning,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-fc447b815d252d22_0003,"The successful candidate will be required to carry out the following duties: - Respond to customer queries - Conduct site surveys and commissioning resource planning - Commission and service fire alarm systems - Service and maintain emergency lighting, air sampling systems, a disabled refuge in accordance with agreed service and maintenance contracts as per IS: 3218 2013, IS3217:2013 - Participate in the out -of -hours emergency call -out rota Candidates must possess the following essential criteria: - I.S."
in-fc447b815d252d22,,Commission and service fire alarm systems,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-fc447b815d252d22_0003,"The successful candidate will be required to carry out the following duties: - Respond to customer queries - Conduct site surveys and commissioning resource planning - Commission and service fire alarm systems - Service and maintain emergency lighting, air sampling systems, a disabled refuge in accordance with agreed service and maintenance contracts as per IS: 3218 2013, IS3217:2013 - Participate in the out -of -hours emergency call -out rota Candidates must possess the following essential criteria: - I.S."
in-fc447b815d252d22,,"Service and maintain emergency lighting, air sampling systems, a disabled refuge",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-fc447b815d252d22_0003,"The successful candidate will be required to carry out the following duties: - Respond to customer queries - Conduct site surveys and commissioning resource planning - Commission and service fire alarm systems - Service and maintain emergency lighting, air sampling systems, a disabled refuge in accordance with agreed service and maintenance contracts as per IS: 3218 2013, IS3217:2013 - Participate in the out -of -hours emergency call -out rota Candidates must possess the following essential criteria: - I.S."
in-fc447b815d252d22,,Participate in the out -of -hours emergency call -out rota,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-fc447b815d252d22_0003,"The successful candidate will be required to carry out the following duties: - Respond to customer queries - Conduct site surveys and commissioning resource planning - Commission and service fire alarm systems - Service and maintain emergency lighting, air sampling systems, a disabled refuge in accordance with agreed service and maintenance contracts as per IS: 3218 2013, IS3217:2013 - Participate in the out -of -hours emergency call -out rota Candidates must possess the following essential criteria: - I.S."
in-68a989aae163f3a3,,"design, develop, test, and deliver AI/ML components",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-68a989aae163f3a3_0002,"The selected candidate will design, develop, test, and deliver AI/ML components to advance the Intelligence Community’s (IC) ability to characterize complex adversary threats with speed and accuracy."
in-68a989aae163f3a3,,integrating modernized analytic tools,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-68a989aae163f3a3_0003,"This role involves integrating modernized analytic tools, leveraging relevant data sources, and delivering scalable AI/ML solutions within government cloud architectures."
in-68a989aae163f3a3,,leveraging relevant data sources,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-68a989aae163f3a3_0003,"This role involves integrating modernized analytic tools, leveraging relevant data sources, and delivering scalable AI/ML solutions within government cloud architectures."
in-68a989aae163f3a3,,delivering scalable AI/ML solutions,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-68a989aae163f3a3_0003,"This role involves integrating modernized analytic tools, leveraging relevant data sources, and delivering scalable AI/ML solutions within government cloud architectures."
in-68a989aae163f3a3,,"design, integrate, and optimize full -lifecycle ML pipelines,",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-68a989aae163f3a3_0004,"You will design, integrate, and optimize full -lifecycle ML pipelines, from data ingestion and model training to deployment and monitoring, ensuring all solutions meet DoW and Intelligence Community security and compliance standards."
in-68a989aae163f3a3,,ensure all solutions meet DoW and Intelligence Community security and compliance standards.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-68a989aae163f3a3_0004,"You will design, integrate, and optimize full -lifecycle ML pipelines, from data ingestion and model training to deployment and monitoring, ensuring all solutions meet DoW and Intelligence Community security and compliance standards."
in-68a989aae163f3a3,,evaluate emerging technologies,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-68a989aae163f3a3_0005,"You will evaluate emerging technologies, assessing their ability to achieve long -term, reliability, scalability, and mission success."
in-68a989aae163f3a3,,"assessing their ability to achieve long -term, reliability, scalability, and mission success.",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-68a989aae163f3a3_0005,"You will evaluate emerging technologies, assessing their ability to achieve long -term, reliability, scalability, and mission success."
in-68a989aae163f3a3,,"Leverage relevant data sources and types for AI/ML models,",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-68a989aae163f3a3_0007,"Data Requirements: Leverage relevant data sources and types for AI/ML models, including connections to future data sources. Provide access to datasets necessary for training, testing, and validating AI/ML models. Document and ensure reproducibility of data preparation steps."
in-68a989aae163f3a3,,Provide access to datasets,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-68a989aae163f3a3_0007,"Data Requirements: Leverage relevant data sources and types for AI/ML models, including connections to future data sources. Provide access to datasets necessary for training, testing, and validating AI/ML models. Document and ensure reproducibility of data preparation steps."
in-68a989aae163f3a3,,Document and ensure reproducibility of data preparation steps.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-68a989aae163f3a3_0007,"Data Requirements: Leverage relevant data sources and types for AI/ML models, including connections to future data sources. Provide access to datasets necessary for training, testing, and validating AI/ML models. Document and ensure reproducibility of data preparation steps."
in-68a989aae163f3a3,,Deliver a scalable AI/ML software stack,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-68a989aae163f3a3_0008,"AI/ML Services: Deliver a scalable AI/ML software stack supporting the AI/ML lifecycle across NASIC. Ensure AI/ML components operate within the architecture, data pipelines, and security frameworks defined by the government. Design processes for easy sharing of AI/ML models."
in-68a989aae163f3a3,,"Ensure AI/ML components operate within the architecture, data pipelines, and security frameworks",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-68a989aae163f3a3_0008,"AI/ML Services: Deliver a scalable AI/ML software stack supporting the AI/ML lifecycle across NASIC. Ensure AI/ML components operate within the architecture, data pipelines, and security frameworks defined by the government. Design processes for easy sharing of AI/ML models."
in-68a989aae163f3a3,,Design processes for easy sharing of AI/ML models.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-68a989aae163f3a3_0008,"AI/ML Services: Deliver a scalable AI/ML software stack supporting the AI/ML lifecycle across NASIC. Ensure AI/ML components operate within the architecture, data pipelines, and security frameworks defined by the government. Design processes for easy sharing of AI/ML models."
in-0c534dbb7452f33d,,"design, develop, and deploy AI models and systems",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-0c534dbb7452f33d_0002,"In this role, you will design, develop, and deploy AI models and systems that solve complex problems and enhance our product offerings."
in-0c534dbb7452f33d,,work closely with cross -functional teams,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-0c534dbb7452f33d_0003,You will work closely with cross -functional teams to create intelligent solutions that drive efficiency and innovation.
in-0c534dbb7452f33d,,create intelligent solutions,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-0c534dbb7452f33d_0003,You will work closely with cross -functional teams to create intelligent solutions that drive efficiency and innovation.
in-0c534dbb7452f33d,,drive efficiency and innovation.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-0c534dbb7452f33d_0003,You will work closely with cross -functional teams to create intelligent solutions that drive efficiency and innovation.
in-0c534dbb7452f33d,,"thrives in a fast -paced environment,",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-0c534dbb7452f33d_0004,"The ideal candidate is passionate about artificial intelligence, thrives in a fast -paced environment, and is eager to make an impact. Job Responsibilities: 1 ) AI Model Development: Design and implement machine learning and deep learning models tailored to business needs."
in-0c534dbb7452f33d,,make an impact.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-0c534dbb7452f33d_0004,"The ideal candidate is passionate about artificial intelligence, thrives in a fast -paced environment, and is eager to make an impact. Job Responsibilities: 1 ) AI Model Development: Design and implement machine learning and deep learning models tailored to business needs."
in-0c534dbb7452f33d,,Design and implement machine learning and deep learning models,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-0c534dbb7452f33d_0004,"The ideal candidate is passionate about artificial intelligence, thrives in a fast -paced environment, and is eager to make an impact. Job Responsibilities: 1 ) AI Model Development: Design and implement machine learning and deep learning models tailored to business needs."
in-0c534dbb7452f33d,,"Optimize models for performance, scalability, and accuracy.",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-0c534dbb7452f33d_0005,"Optimize models for performance, scalability, and accuracy. 2 ) Data Processing and Analysis: Collect, clean, and preprocess data for AI applications."
in-0c534dbb7452f33d,,"Collect, clean, and preprocess data for AI applications.",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-0c534dbb7452f33d_0005,"Optimize models for performance, scalability, and accuracy. 2 ) Data Processing and Analysis: Collect, clean, and preprocess data for AI applications."
in-0c534dbb7452f33d,,curious mindset,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-0c534dbb7452f33d_0007,A curious mindset and a drive to innovate and experiment. 5 ) Preferred: Experience working in a startup environment is a plus.
in-0c534dbb7452f33d,,drive to innovate and experiment.,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-0c534dbb7452f33d_0007,A curious mindset and a drive to innovate and experiment. 5 ) Preferred: Experience working in a startup environment is a plus.
in-0c534dbb7452f33d,,working in a startup environment,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-0c534dbb7452f33d_0007,A curious mindset and a drive to innovate and experiment. 5 ) Preferred: Experience working in a startup environment is a plus.
in-eeb912b7ed03caad,,architect,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-eeb912b7ed03caad_0007,"You will architect, develop and ship features with your cross -functional product and UX partners, as well as your fellow software engineers."
in-eeb912b7ed03caad,,develop,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-eeb912b7ed03caad_0007,"You will architect, develop and ship features with your cross -functional product and UX partners, as well as your fellow software engineers."
in-eeb912b7ed03caad,,ship features,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-eeb912b7ed03caad_0007,"You will architect, develop and ship features with your cross -functional product and UX partners, as well as your fellow software engineers."
in-931efeb34bda9c01,,"delivering comprehensive business analysis, system analysis, programming, and production support for multiple enterprise applications.",Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-931efeb34bda9c01_0002,"It is responsible for ensuring the health, safety, and well -being of all North Carolinians, providing human service needs for special populations including individuals who are deaf, blind, developmentally disabled, and mentally ill, and helping poor North Carolinians achieve economic independence. Description of Work This position supports the North Carolina Department of Health and Human Services (DHHS) IT division by delivering comprehensive business analysis, system analysis, programming, and production support for multiple enterprise applications."
in-931efeb34bda9c01,,plan enhancements,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-931efeb34bda9c01_0004,"The position works closely with clients, Technical Leads, and IT leadership to plan enhancements, evaluate system impacts, ensure quality, and maintain compliance with established processes and security standards."
in-931efeb34bda9c01,,evaluate system impacts,Hard,,0.9,Very High,skill_llm_8b_lora_v1,1.0,1.0,in-931efeb34bda9c01_0004,"The position works closely with clients, Technical Leads, and IT leadership to plan enhancements, evaluate system impacts, ensure quality, and maintain compliance with established processes and security standards."
