knowledge,freq,mean_confidence,confidence_score,job_id,source,best_future_domain,trend_label,trend_score,similarity,future_weight,job_text,review_id,human_valid,human_notes,reviewer_id
platform,3,0.75,0.75,in-018a8a6c4578b687,LLM,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.34244695,0.2397128671407699,"The targeted combined range for this position is 194,100 - 411,600 USD.
Requisition ID: 443863 | Work Area: Presales | Expected Travel: 0 - 50% | Career Status: Professional | Employment Type: Regular Full Time | Additional Locations: #LI -Hybrid
Candidate(s) will be required to work 3 days a week in office/client site as per our Pledge to Flex return to office policy Bring out your best SAP innovations help more than four hundred thousand customers worldwide work together more efficiently and use business insight more effectively.
The role requires a minimum of 12 + years of professional experience in enterprise software/IT, including substantial customer -facing presales or solution -architecture leadership on platform and PaaS initiatives.
As the Solution Advisor Expert (SA), you will be the go -to person for any solution or product questions within the sales team.
You will leverage your deep expertise in specific solutions to support the entire sales cycle, from identifying opportunities to post -sale customer support.
Additionally, you will assist customers in expanding their current SAP footprint to maximize value for their organization.",know_34a6e5d64ade,,,
industry standards,1,0.75,0.75,in-e26b52256be0f85c,LLM,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.36801338,0.1840066909790039,"Engineering 2 is a core role at Creation Technologies, focused on executing moderately complex to complex engineering tasks required in the creation, configuration and optimization of industrial processes required to produce and/or test Circuit Card Assemblies (CCAs) and/or box assemblies.
We're committed to bringing passion and customer focus to the business.
It's fun to work in a company where people truly BELIEVE in what they're doing!
It’s a role that combines hands -on experience with professional growth and a pathway for further career in advancement in the field.
This role executes engineering activities within the engineering team with the support of Engineering Management.
Canada: Title for the position will be in accordance with applicable national and local laws.
All information related to accommodation requests will be handled confidentially.
If you are contacted regarding the position, please inform our Talent Acquisition team of any accommodations you may need during the recruiting process.
You will be connected with our Talent Acquisition team.
This intermediate -level engineering position is crucial for those continuing their career in electronics manufacturing services, providing an opportunity to apply theoretical knowledge in a practical setting while deepening several areas of subject matter expertise while adhering to industry standards and practices.
This is not a guarantee of compensation or salary, as a final offer amount may vary based on factors including but not limited to experience, education, location, and shift. #HPIf you like wild growth and working with happy, enthusiastic over -achievers, you'll enjoy your career with us! Creation Technologies is an equal opportunity/affirmative action employer.
Full -time employees are also eligible for performance -based bonuses and benefits.
Deals with complex escalated issues as necessary. Engages in the documentation of manufacturing processes and procedures, ensuring accurate records and adherence to protocols. Maintains and/or troubleshoots the equipment, tools and tooling necessary for electronic manufacturing processes, minimizing downtime, and maintaining production efficiency.
DUTIES AND RESPONSIBILITIES include, but not limited to: Engages in the setup and process readiness of manufacturing processes, including equipment & tooling, while ensuring optimal performance and adherence to safety standards. Demonstrates a good understanding of electronics principles and manufacturing services processes. Executes standard engineering projects and tasks, including prototype projects, and performs technical work within the engineering team, ensuring compliance with quality standards and that products meet customer required specifications and standards.
If you require any accommodations to complete the application process or need the job posting in an alternative format, please email Accessibility@creationtech.com.",know_7d46feae7e8b,,,
Expo,1,0.75,0.75,in-b96ed15875997926,LLM,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.23841627,0.0,"Additionally, you’ll integrate with REST/GraphQL APIs, implement effective caching strategies, and establish automated mobile CI/CD pipelines to ensure seamless testing, building, and deployment of reliable, real -time functionality at scale.
You will rely on strong typing to create robust data models, state management, and application architecture for complex, business -oriented apps.
Drawing on your prior experience with React for the web, you’ll design end -to -end solutions utilizing React Native, Expo, TypeScript, and Node.js -based back -end integrations.
Contractor Fee Compensation is determined based on a variety of factors including relevant experience, projects, geographic location, and business needs.
Join our Contractor Pool If you are passionate about Fueled’s mission and think you have what it takes to be successful in this role, please apply.
Upon meeting the necessary criteria, you’ll join the Fueled contractor network, granting you access to project invitations tailored to your expertise and availability when they arise.
You’re comfortable crafting a polished, dynamic mobile UI with React Native and then diving into the back -end logic, API design, or platform -specific native code that makes it all possible. You are a natural collaborator and translator, able to explain mobile -specific constraints to designers and strategic goals to other engineers, ensuring the entire multidisciplinary team is building momentum together.
You can articulate a compelling case for a specific technology or architectural approach (like state management libraries or navigation patterns) but are equally committed to the team’s final decision and its success. You see the “full stack” as a single, interconnected challenge.
Your work will turn ambitious ideas into maintainable, future -ready mobile systems that evolve with client needs, raise the bar for quality and performance, and consistently drive measurable outcomes.
As a Senior React Native Engineer at Fueled, you will champion the power of React Native to architect, build, and scale high -performance, cross -platform mobile applications that deliver premium user experiences.
Contract Location: Remote – Anywhere (Open to applicants located anywhere around the globe) Fueled is a leading digital strategy, design, and engineering agency.
You’ll collaborate closely with designers and strategists to challenge assumptions, explore what’s possible on mobile, and deliver solutions that balance exceptional user experience with a first -class developer experience.
About you: You think in cross -platform systems and reusable components.
You get genuine satisfaction from designing a React Native architecture that is intuitive, performant, and delivers a consistent, high -quality experience on both iOS and Android. You’re a proactive problem -solver who doesn’t wait for perfect requirements.
You thrive on digging into ambiguity, asking “why,” and prototyping solutions to complex challenges involving native modules, third -party SDKs, and smooth data flow. You have a strong point of view, held loosely.
What you will do: Architect and build polished, cross -platform mobile experiences that turn user engagement into lasting loyalty.",know_c29f23f27912,,,
iOS,4,0.75,0.75,in-23d80004b8615742,LLM,UX/UI & Digital Design,Moderate_Growth,0.55,0.2763508,0.0,"The Home Team provides the foundation that enables an entire ecosystem of secure and intelligent home connectivity.
We are developing technologies and building experiences that revolutionize the way people harmonize with their Homes.
Our goals are simple but the task is large; craft the most amazing home automation experience in the world that our customers will love.
The Home QE team is seeking a highly motivated Software Development Engineer in Test (SDET) who is passionate about analyzing and optimizing iOS apps, systems and frameworks.
You will be leading reliability and performance investigations based on field and internal testing to pinpoint areas of improvement, working cross functionally to implement changes, and crafting benchmarks and tools to help streamline the process. Description We are seeking an experienced engineer that can help us lead technical investigations that help improve the stability of the Apple Home Ecosystem.
5 + years programming experience in Python or C/C + + to develop tools and automations frameworks 5 + years experience in a quality or performance focused role working on consumer facing products or services Apple is an equal opportunity employer that is committed to inclusion and diversity.",know_1bdf60599192,,,
Agile methodologies,2,0.75,0.75,in-73b5ece9f9ecc3a9,LLM,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.6416301,0.3528965622186661,"Familiarity with Agile methodologies and tools such as JIRA or Confluence.
Develop and configure services (SOAP/REST), message transformations (XSLT/XQuery), and routing logic using OSB and SOA components.
Lead the implementation of integration projects across cloud, on -premise, and hybrid environments using Oracle Fusion Middleware. Work closely with business analysts, architects, and other developers to understand requirements and translate them into robust technical solutions.
Role - Oracle SOA Middleware Developer Location - Toronto ( Hybrid ) Role Description: Design and develop integration solutions using Oracle SOA Suite, Oracle Service Bus (OSB), BPEL, Mediators, and Adapters.
Experience with version control systems like Git or SVN and CI/CD tools. Desirable Skills: Exposure to Oracle Integration Cloud (OIC) or other cloud -native integration platforms.
Knowledge of messaging and event -driven architecture using JMS, AQ, or Kafka.
Oracle certifications in Fusion Middleware or SOA Suite.
Experience with Java, PL/SQL, and scripting for automation and customization.
Participate in code reviews and mentor junior developers on best practices in integration development.
Strong understanding of middleware security, error handling, and fault policies.
Proficiency in JDeveloper, Enterprise Manager (OEM), and WebLogic Server administration.
Experience in integrating with Oracle ERP (Fusion or EBS), CRM, and 3rd -party systems.
Support SIT/UAT testing cycles and provide production support for deployed interfaces. Essential Skills: Bachelor's degree in Computer Science, Engineering, or related field.5 + years of hands -on experience in Oracle Fusion Middleware, including OSB, SOA Suite, and BPEL.
Expertise in web services development (SOAP/REST), XSLT, XSD, WSDL, and XML.
Monitor, troubleshoot, and optimize integration services and middleware performance.Ensure secure, reliable, and scalable integration architecture following best practices and enterprise standards.Maintain documentation including technical specifications, solution diagrams, and deployment guides.",know_d1c518457519,,,
privacy,1,0.75,0.75,in-6953506b6f0d8ecb,LLM,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.20217806,0.0,"Apple’s Enterprise team is looking for an innovative and passionate Platform Engineer to join our growing Enterprise team.
We’ve got big ambitions and your work will be instrumental to realizing them and delivering great products to our users.
You will have the opportunity to work with other teams from across the company, across a variety of disciplines, while delivering functionality that millions of our customers depend on.
We are looking for a deeply capable engineer who has a strong background in cloud -based infrastructures and who has built high -performance, scalable, and extensible systems.
You can learn more about our products at: https: www.apple.com/business/ Description Consider joining our team and crafting the software for some of our most impactful products and services.
As a Platform Engineer, you will be in a highly dynamic role that employs your expertise in software engineering, infrastructure, DevOps, and SRE, to support our Product Engineering teams and our customers.
Our team’s mission is simple: help people work together -and with our devices -at scale, whether that means a school district, a small business, or a Fortune 500 company.
Our Platform Team focuses on excellence in architecture, consistent foundational libraries, platform product features, and developer efficiency.
You will participate in building complex software in accordance with project requirements, design, and Apple’s commitment to privacy and security.",know_21cec257feb1,,,
Banking Services,1,0.75,0.75,in-f4e53c2111bd6d2b,LLM,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.31129783,0.2179084837436675,"Join Canada's largest IT Company as a ""Java Developer"" in our Banking Services Division.
Nice to Have Experience with CI/CD and DevOps for data pipelines. Exposure to ML frameworks. Knowledge of Docker and Kubernetes.",know_587169246423,,,
OSPF,1,0.75,0.75,in-2f5b3f13e615982a,LLM,UX/UI & Digital Design,Moderate_Growth,0.55,0.23239407,0.0,"We’ll expect you to have proven design, implementation, and management of enterprise -grade networks using Cisco and Arista platforms with experience including, Arista Fabric with VxLAN on -prem deployment, Traditional Cisco enterprise deployment and extensive knowledge of layer 2 and 3 protocols to build scalable and resilient networks such as STP, OSPF, BGP, VxLAN, EVPN.
We’ll also look to you to conduct technical peer reviews of network changes and deployments to ensure quality and consistency along with proactively contributing improvement ideas, as well as challenging and reviewing designs, solutions and architectural decisions.
We’ll expect you to have in depth knowledge and experience working in financial services environments, designing, deploying and troubleshooting multicast market data delivery platforms across both Cisco and Arista (VxLAN) platforms.
We’ll look to you to collaborate with Product Owners to develop product roadmaps and manage the lifecycle of the team's products and support engineered products to respond to customer feedback, new feature requests, resolve production issues and help customers consume our products.
You’ll also lead VXLAN deployments and ensure seamless integration across data centre fabrics.",know_0ad08eb2bbda,,,
video streaming technologies,1,0.75,0.75,in-0203fddefc4a7b12,LLM,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.22400883,0.0,"As a Senior Product Manager, you will play a critical role in identifying and executing on opportunities to innovate and deliver new value to our developer customers.
DESCRIPTION - Amazon Interactive Video Service (Amazon IVS) is AWS's fully managed live streaming service, built on the same battle -tested technology that powers Twitch and trusted by thousands of enterprises across gaming, social, live commerce, sports, and entertainment.
The ideal candidate will bring both expertise in video streaming technologies and strong technical aptitude across APIs and SDKs, enabling you to partner effectively with engineers and customers.
You should have a proven track record of working directly with developers, understanding their needs, and building products that solve real business problems.
This is a high -ownership, multi -faceted role spanning product and business strategy, customer discovery, engineering, and go -to -market execution.
USA, CA, San Francisco - 175,000 .00 - 236,800 .00 USD annually USA, WA, Seattle - 152,200 .00 - 205,900 .00 USD annually",know_6028afe98f8a,,,
M365 certifications,1,0.75,0.75,in-fb45f01ebbc2a223,LLM,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.15187341,0.0,"A delivery -focused Intune engineer who can deploy | migrate | package applications | troubleshoot | and stabilize Intune and co -managed environments.
Detection rules | requirements | dependencies | and supersedence.
Implement and operate SCCM Intune co -management | including workload migration.
Manage Windows 10 11 devices in cloud -native and hybrid environments.
Configure Intune configuration profiles | compliance policies | and security baselines.
Microsoft Endpoint or M365 certifications.
Migrate applications from SCCM to Intune.
Nice to Have: Intune management of iOS Android devices.
Manage device lifecycle including provisioning | patching | compliance | and retirement.
Configure Windows Update for Business via Intune.
Integrate Intune with Entra ID | Defender for Endpoint | and Conditional Access.
Provide L3 L4 support for Intune and application deployment issues.
Create operational documentation and SOPs.
Win32 (.intunewin) | MSI | EXE | PowerShell -based deployments.
Application Packaging (Mandatory): Strong hands -on experience with Intune application packaging and deployment.
Enterprise -scale Intune migration experience.
Implement and support Windows Autopilot (AAD Join Hybrid Join).
Key Responsibilities: Microsoft Intune & Endpoint Management: Deploy | manage | and support Microsoft Intune as the primary endpoint management platform.
PowerShell scripting for automation and remediation.
Troubleshoot Intune application deployment failures.
Required Skills & Experience: Experience 7 years of experience in Windows endpoint management.
Strong hands -on expertise in Microsoft Intune (mandatory).
Proven experience with SCCMIntune co -management and Intune -only deployments.
Strong knowledge of Windows 10 11 | Entra ID | Autopilot | and WUfB.
Excellent Intune application packaging experience.
The ideal candidate must have excellent Intune application packaging experience and be capable of deploying | migrating | and supporting modern endpoint management solutions.
Role: Intune Modern Endpoint Management Engineer (SCCM Co -Management) Location : Calgary , Ab Role Summary: We are looking for a hands -on Intune specialist with strong experience in SCCM Intune co -management and full Intune environments.",know_d09334f57ac1,,,
mobile UI,1,0.75,0.75,in-b96ed15875997926,LLM,UX/UI & Digital Design,Moderate_Growth,0.55,0.2972857,0.0,"Additionally, you’ll integrate with REST/GraphQL APIs, implement effective caching strategies, and establish automated mobile CI/CD pipelines to ensure seamless testing, building, and deployment of reliable, real -time functionality at scale.
You will rely on strong typing to create robust data models, state management, and application architecture for complex, business -oriented apps.
Drawing on your prior experience with React for the web, you’ll design end -to -end solutions utilizing React Native, Expo, TypeScript, and Node.js -based back -end integrations.
Contractor Fee Compensation is determined based on a variety of factors including relevant experience, projects, geographic location, and business needs.
Join our Contractor Pool If you are passionate about Fueled’s mission and think you have what it takes to be successful in this role, please apply.
Upon meeting the necessary criteria, you’ll join the Fueled contractor network, granting you access to project invitations tailored to your expertise and availability when they arise.
You’re comfortable crafting a polished, dynamic mobile UI with React Native and then diving into the back -end logic, API design, or platform -specific native code that makes it all possible. You are a natural collaborator and translator, able to explain mobile -specific constraints to designers and strategic goals to other engineers, ensuring the entire multidisciplinary team is building momentum together.
You can articulate a compelling case for a specific technology or architectural approach (like state management libraries or navigation patterns) but are equally committed to the team’s final decision and its success. You see the “full stack” as a single, interconnected challenge.
Your work will turn ambitious ideas into maintainable, future -ready mobile systems that evolve with client needs, raise the bar for quality and performance, and consistently drive measurable outcomes.
As a Senior React Native Engineer at Fueled, you will champion the power of React Native to architect, build, and scale high -performance, cross -platform mobile applications that deliver premium user experiences.
Contract Location: Remote – Anywhere (Open to applicants located anywhere around the globe) Fueled is a leading digital strategy, design, and engineering agency.
You’ll collaborate closely with designers and strategists to challenge assumptions, explore what’s possible on mobile, and deliver solutions that balance exceptional user experience with a first -class developer experience.
About you: You think in cross -platform systems and reusable components.
You get genuine satisfaction from designing a React Native architecture that is intuitive, performant, and delivers a consistent, high -quality experience on both iOS and Android. You’re a proactive problem -solver who doesn’t wait for perfect requirements.
You thrive on digging into ambiguity, asking “why,” and prototyping solutions to complex challenges involving native modules, third -party SDKs, and smooth data flow. You have a strong point of view, held loosely.
What you will do: Architect and build polished, cross -platform mobile experiences that turn user engagement into lasting loyalty.",know_9edb4e0737d9,,,
Interaction Design,1,0.75,0.75,in-d058a60328482955,LLM,UX/UI & Digital Design,Moderate_Growth,0.55,0.349523,0.1922376543283462,"Candidate information will be treated in accordance with our candidate privacy notice. Benefits and perks are subject to plan documents and may change at the company's discretion. Employment is contingent upon the satisfactory completion of our pre -employment background investigation and drug test.
In compliance with the California Consumer Privacy Act (CCPA), Qventus provides transparency into how applicant data is processed during the application process.
You'll share a strong portfolio that showcases the impact your designs have made along with: Visual design and information architecture: A discerning eye for detail, and ability to structure information and actions in a way that is both visually stunning, concise, and intuitive to users.
And our teams are great about gathering data about how each new improvement performs. Learn from a high -performing, diverse, and passionate team: Our team is composed of some of the most brilliant minds across healthcare and technology—all of whom are united in their passion to improve healthcare. Grow: Qventus is a young company that is growing rapidly, and is committed to supporting the professional development of its team members. Be celebrated by an inclusive environment: As an equal opportunity employer, our inclusive environment celebrates diversity of all employees.
Qventus participates in the E -Verify program as required by law and is committed to providing reasonable accommodations to individuals with disabilities in compliance with Americans with Disabilities Act (ADA).
Qventus values diversity in its workforce and proudly upholds the principles of Equal Opportunity Employment .
This position is ideal for a self -starter who knows how to: navigate ambiguity thrives in a fast -paced collaborative environment is passionate about their design craft wants to ensure that their work makes a positive, meaningful impact in the world What We're Looking For: - Highly organized, self -motivated Product Designer with 3 + years of experience and a BS/MS in Human Computer Interaction, Interaction Design, UX Design, Service Design, or equivalent.
We encourage individuals of all backgrounds and perspectives to apply.
In this role, you'll have the opportunity to build meaningful solutions, organize visually -complex information in compelling and intuitive ways, test interactive prototypes with customers, and contribute to our design system to drive our mission forward.
We're inspired to work with healthcare leaders on our founding vision and unlock world -class medicine through world -class operations. #LI -JB1 As a Product Designer at Qventus, you will collaborate closely with product managers, clinical experts, data scientists, and engineers to craft impactful user experiences that make pre -surgical and post -surgical workflows more intuitive and efficient.
On this journey for over 12 years, Qventus is leading the transformation of healthcare.
At Qventus, you will have the opportunity to work with an exceptional, mission -driven team across the globe, and the ability to directly impact the lives of patients.
We enable hospitals to focus on what matters most: patient care.
Our success in rapid scale across the globe is backed by some of the world's leading investors.
Our innovative solutions harness the power of machine learning, generative AI, and behavioral science to deliver exceptional outcomes and empower care teams to anticipate and resolve issues before they arise.
Our commitment to equal opportunity employment applies to all persons involved in our operations and prohibits unlawful discrimination by any employee, including supervisors and co -workers.",know_630472d20d3c,,,
middleware security,1,0.75,0.75,in-73b5ece9f9ecc3a9,LLM,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.24728566,0.0,"Familiarity with Agile methodologies and tools such as JIRA or Confluence.
Develop and configure services (SOAP/REST), message transformations (XSLT/XQuery), and routing logic using OSB and SOA components.
Lead the implementation of integration projects across cloud, on -premise, and hybrid environments using Oracle Fusion Middleware. Work closely with business analysts, architects, and other developers to understand requirements and translate them into robust technical solutions.
Role - Oracle SOA Middleware Developer Location - Toronto ( Hybrid ) Role Description: Design and develop integration solutions using Oracle SOA Suite, Oracle Service Bus (OSB), BPEL, Mediators, and Adapters.
Experience with version control systems like Git or SVN and CI/CD tools. Desirable Skills: Exposure to Oracle Integration Cloud (OIC) or other cloud -native integration platforms.
Knowledge of messaging and event -driven architecture using JMS, AQ, or Kafka.
Oracle certifications in Fusion Middleware or SOA Suite.
Experience with Java, PL/SQL, and scripting for automation and customization.
Participate in code reviews and mentor junior developers on best practices in integration development.
Strong understanding of middleware security, error handling, and fault policies.
Proficiency in JDeveloper, Enterprise Manager (OEM), and WebLogic Server administration.
Experience in integrating with Oracle ERP (Fusion or EBS), CRM, and 3rd -party systems.
Support SIT/UAT testing cycles and provide production support for deployed interfaces. Essential Skills: Bachelor's degree in Computer Science, Engineering, or related field.5 + years of hands -on experience in Oracle Fusion Middleware, including OSB, SOA Suite, and BPEL.
Expertise in web services development (SOAP/REST), XSLT, XSD, WSDL, and XML.
Monitor, troubleshoot, and optimize integration services and middleware performance.Ensure secure, reliable, and scalable integration architecture following best practices and enterprise standards.Maintain documentation including technical specifications, solution diagrams, and deployment guides.",know_be7b3fb8d92f,,,
APAC,1,0.75,0.75,in-2bf49c3826340f07,LLM,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.18193766,0.0,"Come join us! Location: Singapore Reports to: Global Head of Broker Relations About the Team: The Broker Relations Team, which is responsible for developing and managing relationships within the global sell -side research community, sits within AlphaSense's Content Team, which is responsible for identifying, creating, licensing and integrating best -in -class content/data.
We value and uphold transparency, trust and accountability in our relationships within the team as well as with internal and external stakeholders. About the Role: AlphaSense seeks an individual to grow its sell -side content collection within APAC.",know_a2f89a300f98,,,
incident management,1,0.75,0.75,in-8b3ede5765e5e1c9,LLM,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.26554608,0.0,"As a hands‑on engineer, you will evaluate proposed software changes, resolve issues and blockers, support feature planning, and ensure high‑quality delivery through systematic testing and functional design.
Working closely with technical teams and business partners across multiple geographies, you will contribute to feature design, integration testing, and continuous improvement of internally built tools that support operational teams.
You will be responsible for implementing generative and agentic AI technologies to augment and automate core development workflows, as well as programming enhancements for the ServiceNow portal without requiring administrative responsibilities.
This role combines strong software engineering expertise with emerging AI‑driven development practices, leveraging Java, JavaScript, and modern frameworks to deliver reliable, scalable solutions.
From advocating for seat belts, air bags and graduated driving laws, to being an industry leader in pricing sophistication, telematics, and, more recently, device and identity protection. Job Description The Product Engineer Senior Consultant I (Full Stack Java/AI) plays a key role in designing, building, and enhancing internally‑used digital products that support enterprise infrastructure, incident management, and service portal capabilities.",know_c0e13a943d7f,,,
tracks,1,0.75,0.75,in-da1eee9312990cd0,LLM,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.1756112,0.0,"This role is central to our data -driven maintenance strategy, focusing on Data Engineering and Power BI to deliver critical insights and decision support for our core operations.
Your work will directly influence preventive, condition -based, and predictive maintenance regimes.
You will take ownership of existing data solutions, enhance their reliability and performance, and build new data pipelines and dashboards that empower engineers to act faster and with greater confidence.
We leverage vast amounts of data from laser measurement systems, photo imaging, IoT sensors, and maintenance records to identify defect trends, drive proactive maintenance, and continuously improve our network.
Senior/Executive, Ops Analysis & Technology Job Purpose Our railway infrastructure, including tracks, tunnels, and viaducts, undergoes routine inspection and monitoring to ensure the highest standards of safety and reliability.",know_f1e904ac9374,,,
ore type categorisation,1,0.75,0.75,in-0fcfe59aff7d7b19,LLM,Software Development & Engineering,Moderate_Growth,0.65,0.14864932,0.0,"Our long -term vision is to build a massive AI engine capable of making every decision in a mining operation, down to moving individual rocks.
You will provide input into the development and implementation of our Machine Learning technology to ensure accurate and reliable resource estimations are generated.
You will be overseeing all aspects of mineral resource evaluation, including auditing of data analysis, resource block models, geometallurgical block models and ensuring quality control.
We are searching for a high agency and highly experienced Resource Geologist with some knowledge of geometallurgy to join our Technical Services team.
This is a remote -first position, with a preference for applicants based in Australia, Canada or LatAm. StratumAI & The ML/AI Technical Services Team - StratumAI creates advanced mineral resource and geometallurgical models that empower operating mining companies to make smarter, more efficient decisions for mine planning and ore control.
Our long -term vision is to build a ML/AI engine capable of modelling many of the critical decision within a mining operation.
This enable enhanced target drilling, blasthole optimisation, ore type categorisation and mineral processing routing / blending to optimise added value opportunities for the client.
We're supported by Founders Fund, Aramco, Builders VC, Y Combinator, and Ilya Sutskever, former Chief Scientist at OpenAI, who have recognized the potential of our industry -disrupting technology.
ESTA (US) & eTA (Canada). Ability and willingness to travel up to 20% of the time. Ability to work in remote mine sites with significant diversity. No restrictions on the wearing of standard mine PPE (Personal Protective Equipment). Nice To Have - CP/QP for multiple copper or gold deposit types commonly found in Australia, Canada or LatAm. Technical proficiency in another language. Worked for a start -up or mining consultancy group. About Stratum - We're Stratum, a mining software company with machine learning models as our core product.
Our 3D maps predict how gold, silver, copper, etc. are distributed (and how much!) using only small amounts of data, unconventional data processing, and proprietary ML protocols.
If you’re an exceptional engineer interested to helping make this vision a reality we look forward to reviewing your application and working together.
We using proprietary algorithms adapted for neural networks, to produce 3D models that are significantly more accurate than traditional Kriging models.
Our work directly affects how much money a mine is going to make next week/month/year while reducing waste/cost.
However, much of your day -to -day work will be focused on evaluating the clients existing Kriging models, our Stratum models, as well as liaising with the Business Development team to determine how our technology can add value to a client’s mining operation.
The role requires proficiency across most aspects of mineral resource and geometallurgical block models.
As a Resource Geologist you will collaborate closely with our co -founders, Geologist and Lead Metallurgist to ensure Stratum’s goals are aligned.",know_10773beb61e4,,,
Research and Engineering,1,0.75,0.75,in-16914020afc5dd69,LLM,UX/UI & Digital Design,Moderate_Growth,0.55,0.3387407,0.1863073885440826,"We use AI support tools to screen applicants for minimum role requirements.
Our Software Engineering team is currently developing end -to -end real -time solutions for the public safety and security industries.
DaNypzgTRI
If you have specific ergonomic needs or require other accommodation because of a disability or a medical need, please don’t hesitate to contact Larus at hr@larus.com to discuss arrangements.
Larus has an accommodation process and provides accommodation for applicants with disabilities.
At Larus, we celebrate diversity and are committed to creating an inclusive environment for all employees.
Upon completion of the recruitment process, all candidates interviewed will be notified if they are not selected for the role.
Our Data Science and Engineering Consulting focuses primarily on Retail, Supply Chain Management, Public Safety, and Defence, while Research and Engineering focuses on innovations in advanced AI/ML across industries.
Full -time: 37 .5 Hours per week, Monday to Friday Location: Ottawa Office (3 days per week / hybrid), 170 Laurier Ave West, Suite 310, Ottawa, ON K1P 5V5 Ottawa -based Home Office (2 days per week) Reporting To: Technology Director Salary Range: $90,000 to $140,000 Type of Vacancy: New We are looking for enthusiastic, self -motivated individuals to join the Larus team as a Software Engineer.
Larus software products include the patented Total:Insight™ DSS, the Total:Perception™ Systems Simulation Engine (SSE), and the Total:Vision™ Video Analytics Solution (VAS).
Larus has three core business lines: Data Fusion and Analytics, Data Science, and Research and Engineering.
About Larus Based in Ottawa, Canada, Larus Technologies (https: larus.com) is a software company specializing in Artificial Intelligence (AI), Machine Learning (ML), Big Data Analytics, and Decision Support Systems (DSS).
At Larus Technologies we welcome motivated individuals to our diverse and inclusive workplace.
Larus is renowned for its ability to solve complex customer challenges that require multi -sensor data collection, aggregation, exploitation, fusion, and analytics.
As a member of the Software Engineering team, you will design and develop software modules within an existing product.
This includes data interfacing, collection, aggregation, display, exploitation, and fusion functionalities.",know_48200e55f7c4,,,
ERP solutions,1,0.75,0.75,in-795392ba67b03cb2,LLM,Database & Systems Administration,Moderate_Growth,0.5,0.298926,0.0,"Join OERP Canada and help us shape the future of ERP solutions. Please use the link below to submit your resume and cover letter detailing your relevant experience and why you are a great fit for this role.
We believe in fostering an environment where our people are consistently challenged, encouraged to collaborate, and empowered to grow both personally and professionally.
Empolyment type # Full time, Permanent Employment Location # On site Working schedule # 37 .5 hours per week Benefits # Health & Dental Benefits Start date # As soon as possible Who are We? About OERP Canada - At OERP Canada, we're not just a development shop; we're a team passionate about transforming businesses through cutting -edge ERP solutions.
Apply to work within an organization that values independence, flexibility, and personal growth.
We are seeking a software developer eager to work in an exciting, fast -paced environment.
Join us and be part of a dynamic team dedicated to innovation, excellence, and a ""get -it -done"" spirit!
The Opportunity As an Odoo Developer - The developer team is responsible for reviewing and writing and testing code within implementations and customization on customer systems, helping them streamline their business with OERP and Odoo.
This would be an excellent opportunity for an intermediate level developer with Odoo development experience to take the next step in their career and be given the latitude to lead projects and flex their creative muscle.
Our mission is to deliver exceptional value to our clients by leveraging the power of Odoo to streamline operations, enhance efficiency, and drive success across diverse industries.
Join us Now! Ready to make an Impact? - If you're looking for a challenging yet rewarding role where your expertise will be valued and your growth nurtured, we encourage you to apply!
We expect the candidate to be proactive and have a ""get it done"" spirit.",know_22160067f06b,,,
PostGRES,1,0.75,0.75,in-14734ee7aab2dff0,LLM,Database & Systems Administration,Moderate_Growth,0.5,0.46824044,0.2341202199459076,"Req ID: 5274 Solidus is an Equal Opportunity Employer and provides equal employment opportunities regarding all terms and conditions of employment to all employees and qualified applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.
This position requires an active TS/SCI w CI Poly security clearance.
Candidates who do not hold this clearance are not eligible for hire. Solidus is hiring a Principal Database Engineer for an onsite role based in Aurora, CO.
In this Principal Database Engineer role, you will join a talented team that develops enhancements and modifications to existing software systems.
U.S. citizenship is required, as only U.S. citizens are eligible for a security clearance. Typically requires a degree in Science, Technology, Engineering or Mathematics (STEM) and a minimum of 8 years of prior relevant experience. Eight (8 ) years of RECENT experience with database management Experience using running databases in a Linux environment. Experience with PostGRES databases. Cultural fit amongst a collaborative team environment. Preferred Qualifications: Master’s degree in Science, Technology, Engineering or Mathematics (STEM).
Benefit selection, customer contractual specifications, relevant work experience, skills, competencies, certifications, and clearance status will influence the final salary. Full benefits: $161,000 to $201,000 annually Reduced benefits (no medical, dental, vision): Up to $218,000 annually What we will bring: Solidus offers you an exciting opportunity to tackle the nation’s greatest challenges applying innovation and expertise to produce cutting -edge results that have a long -lasting impact.",know_fca47e347684,,,
